Title: BV Photometry Of The RR Lyrae Variables Of The Globular Cluster M3  
Authors: Corwin T.M., Carney B.W. 
Table: B and V Photometry of the Variable Stars
================================================================================
Byte-by-byte Description of file: datafile2.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label  Explanations
--------------------------------------------------------------------------------
   1-  4 A4     ---   Name   Variable name
   6- 16 F11.3  d     JD     Julian date of observation
      18 A1     ---   Filt   Filter used 
  20- 25 F6.3   mag   Mag    ? Observed magnitude in Filt
--------------------------------------------------------------------------------
name JD filter mag
v159 2449088.950 V 15.151
v159 2449088.964 V 15.191
v159 2449088.978 V 35.560
v159 2449088.992 V 35.560
v159 2449089.006 V 14.701
v159 2449089.641 V 15.258
v159 2449089.664 V 15.459
v159 2449089.704 V 14.918
v159 2449089.712 V 15.528
v159 2449089.741 V 35.560
v159 2449089.761 V 15.435
v159 2449089.791 V 15.615
v159 2449089.820 V 35.560
v159 2449089.848 V 15.834
v159 2449089.941 V 15.642
v159 2449089.961 V 35.560
v159 2449089.978 V 35.560
v159 2449089.997 V 15.472
v159 2449090.653 V 14.404
v159 2449090.700 V 35.560
v159 2449090.716 V 35.560
v159 2449090.732 V 35.560
v159 2449090.760 V 15.362
v159 2449090.784 V 15.243
v159 2449090.802 V 15.823
v159 2449090.819 V 35.560
v159 2449090.834 V 15.515
v159 2449090.871 V 15.984
v159 2449090.887 V 35.560
v159 2449091.650 V 14.855
v159 2449091.664 V 14.740
v159 2449091.678 V 15.095
v159 2449091.692 V 14.902
v159 2449091.706 V 14.872
v159 2449091.720 V 15.087
v159 2449091.753 V 15.270
v159 2449091.780 V 15.438
v159 2449091.807 V 35.560
v159 2449091.828 V 35.560
v159 2449091.841 V 35.560
v159 2449091.855 V 35.560
v159 2449091.869 V 35.560
v159 2449091.900 V 35.560
v159 2449091.913 V 35.560
v159 2449091.927 V 15.223
v159 2449091.940 V 35.560
v159 2449091.954 V 35.560
v159 2449091.968 V 35.560
v159 2449091.983 V 35.560
v159 2450622.769 V 14.989
v159 2450622.784 V 14.827
v159 2450622.798 V  0.000
v159 2450622.811 V 15.515
v159 2450622.825 V  0.000
v160 2448755.659 V 20.912
v160 2448755.676 V 16.300
v160 2448755.691 V 16.011
v160 2448755.706 V 15.929
v160 2448755.744 V 15.870
v160 2448755.758 V 15.762
v160 2448755.786 V 16.010
v160 2448755.801 V 16.133
v160 2448755.837 V 16.586
v160 2448755.851 V 16.697
v160 2448755.879 V 16.178
v160 2448755.893 V 15.554
v160 2448755.920 V 16.041
v160 2448755.934 V 16.035
v160 2448756.654 V 15.391
v160 2448756.669 V 15.287
v160 2448756.701 V 15.363
v160 2448756.715 V 15.372
v160 2448756.746 V 15.415
v160 2448756.760 V 15.592
v160 2448756.774 V 15.638
v160 2448756.788 V 15.646
v160 2448756.803 V 15.686
v160 2448756.817 V 15.717
v160 2448756.832 V 15.821
v160 2448756.847 V 15.767
v160 2448756.860 V 15.800
v160 2448756.875 V 15.811
v160 2448756.888 V 15.905
v160 2448756.902 V 15.904
v160 2448756.917 V 15.981
v160 2448756.931 V 16.053
v160 2448757.631 V  0.000
v160 2448757.647 V  0.000
v160 2448757.709 V  0.000
v160 2448757.756 V 16.174
v160 2448757.770 V 16.105
v160 2448757.822 V 16.109
v160 2448757.861 V 16.731
v160 2448757.879 V  0.000
v160 2448757.893 V  0.000
v160 2448757.907 V 16.522
v160 2448757.921 V 16.076
v160 2448757.935 V 15.764
v160 2448758.655 V 21.146
v160 2448758.669 V  0.000
v160 2448758.698 V  0.000
v160 2448758.712 V 15.426
v160 2448758.748 V 15.787
v160 2448758.773 V 15.786
v160 2448758.791 V 15.800
v160 2448758.823 V 15.699
v160 2448758.841 V  0.000
v160 2448758.871 V 15.795
v160 2448758.890 V 15.949
v160 2448758.911 V 15.909
v160 2448758.931 V 15.949
v160 2448759.748 V 16.022
v160 2448759.781 V 16.107
v160 2448759.796 V 16.112
v160 2448759.809 V  0.000
v160 2448759.829 V 16.180
v160 2448759.843 V 16.258
v160 2448759.857 V 16.223
v160 2448759.870 V 16.125
v160 2448759.885 V 15.934
v160 2448759.900 V 15.634
v160 2448759.914 V 15.550
v160 2448759.928 V 15.387
v160 2448760.653 V 15.512
v160 2448760.679 V 15.414
v160 2448760.693 V 15.453
v160 2448760.716 V 15.535
v160 2448760.730 V 15.666
v160 2448760.745 V 15.689
v160 2448760.759 V 15.687
v160 2448760.773 V 15.714
v160 2448760.792 V 15.660
v160 2448760.816 V 15.800
v160 2448760.831 V 15.983
v160 2448760.851 V 16.160
v160 2448760.865 V 16.070
v160 2448760.884 V 16.039
v160 2449085.859 V 16.114
v160 2449085.873 V 16.141
v160 2449085.887 V 16.187
v160 2449085.901 V 16.143
v160 2449085.915 V 16.113
v160 2449085.930 V 15.891
v160 2449085.944 V 15.530
v160 2449086.655 V 15.364
v160 2449086.669 V 15.297
v160 2449086.684 V 15.261
v160 2449086.704 V 15.284
v160 2449086.721 V 15.338
v160 2449086.737 V 15.609
v160 2449086.782 V 15.473
v160 2449086.798 V 15.552
v160 2449086.814 V 15.624
v160 2449086.828 V 15.652
v160 2449086.843 V 15.695
v160 2449086.857 V 15.731
v160 2449086.871 V 15.786
v160 2449086.934 V 15.923
v160 2449086.948 V 15.804
v160 2449086.984 V 15.961
v160 2449086.998 V  0.000
v160 2449087.012 V 16.329
v160 2449087.661 V 15.939
v160 2449087.703 V  0.000
v160 2449087.716 V 16.462
v160 2449087.730 V 16.558
v160 2449087.745 V 16.159
v160 2449087.757 V 16.103
v160 2449087.771 V  0.000
v160 2449087.785 V 16.313
v160 2449087.799 V 16.452
v160 2449087.865 V 16.098
v160 2449087.878 V 16.041
v160 2449087.912 V 15.570
v160 2449087.925 V 15.330
v160 2449087.939 V 15.215
v160 2449087.952 V 15.123
v160 2449087.965 V 15.154
v160 2449087.979 V 15.129
v160 2449087.993 V 15.159
v160 2449088.791 V 15.376
v160 2449088.805 V 15.620
v160 2449088.819 V 15.656
v160 2449088.832 V 15.689
v160 2449088.846 V 15.695
v160 2449088.860 V 15.815
v160 2449088.874 V 15.742
v160 2449088.898 V 15.841
v160 2449088.911 V 15.700
v160 2449088.928 V 15.887
v160 2449088.950 V 15.916
v160 2449088.964 V 15.892
v160 2449088.978 V 15.973
v160 2449088.992 V 15.972
v160 2449089.006 V 16.128
v160 2449089.641 V 15.976
v160 2449089.664 V 15.996
v160 2449089.704 V 15.790
v160 2449089.712 V 15.863
v160 2449089.741 V 15.904
v160 2449089.761 V 15.760
v160 2449089.791 V 16.080
v160 2449089.820 V 15.811
v160 2449089.848 V 15.933
v160 2449089.941 V 15.266
v160 2449089.961 V 15.339
v160 2449089.978 V 15.496
v160 2449089.997 V 15.335
v160 2449090.653 V 16.474
v160 2449090.700 V 16.480
v160 2449090.716 V 16.122
v160 2449090.732 V 15.998
v160 2449090.760 V 16.008
v160 2449090.784 V 16.018
v160 2449090.802 V 15.895
v160 2449090.819 V 15.929
v160 2449090.834 V 15.876
v160 2449090.871 V 16.934
v160 2449090.887 V  0.000
v160 2449091.650 V 17.110
v160 2449091.664 V 17.260
v160 2449091.678 V 17.167
v160 2449091.692 V 17.368
v160 2449091.706 V 17.108
v160 2449091.720 V 16.914
v160 2449091.753 V 16.761
v160 2449091.780 V 17.321
v160 2449091.807 V  0.000
v160 2449091.828 V  0.000
v160 2449091.841 V  0.000
v160 2449091.855 V  0.000
v160 2449091.869 V  0.000
v160 2449091.900 V  0.000
v160 2449091.913 V  0.000
v160 2449091.927 V 16.558
v160 2449091.940 V 16.520
v160 2449091.954 V 16.485
v160 2449091.968 V 16.247
v160 2449091.983 V 16.533
v160 2450622.769 V 15.591
v160 2450622.784 V 15.428
v160 2450622.798 V 15.410
v160 2450622.811 V 15.317
v160 2450622.825 V 15.268
v161 2448755.659 V 16.445
v161 2448755.676 V 14.887
v161 2448755.691 V 15.186
v161 2448755.706 V 15.743
v161 2448755.744 V 15.498
v161 2448755.758 V 15.587
v161 2448755.786 V 15.808
v161 2448755.801 V 15.282
v161 2448755.837 V 15.329
v161 2448755.851 V 15.271
v161 2448755.879 V 15.548
v161 2448755.893 V 14.770
v161 2448755.920 V 14.619
v161 2448755.934 V 14.683
v161 2448756.654 V 14.763
v161 2448756.669 V 15.028
v161 2448756.701 V 15.226
v161 2448756.715 V 15.486
v161 2448756.746 V 15.565
v161 2448756.760 V 15.768
v161 2448756.774 V 15.514
v161 2448756.788 V 15.227
v161 2448756.803 V 15.226
v161 2448756.817 V 15.239
v161 2448756.832 V 15.522
v161 2448756.847 V 15.611
v161 2448756.860 V 15.392
v161 2448756.875 V 15.813
v161 2448756.888 V 15.246
v161 2448756.902 V 15.229
v161 2448756.917 V 15.288
v161 2448756.931 V 15.373
v161 2448757.631 V 14.798
v161 2448757.647 V 14.795
v161 2448757.709 V  0.000
v161 2448757.756 V 15.322
v161 2448757.770 V 15.404
v161 2448757.822 V 15.339
v161 2448757.861 V 15.591
v161 2448757.879 V  0.000
v161 2448757.893 V  0.000
v161 2448757.907 V 15.068
v161 2448757.921 V 15.533
v161 2448757.935 V 15.638
v161 2448758.655 V 16.784
v161 2448758.669 V 15.852
v161 2448758.698 V  0.000
v161 2448758.712 V 15.226
v161 2448758.748 V 15.433
v161 2448758.773 V 15.466
v161 2448758.791 V 15.295
v161 2448758.823 V 15.769
v161 2448758.841 V  0.000
v161 2448758.871 V 15.757
v161 2448758.890 V 15.851
v161 2448758.911 V 15.177
v161 2448758.931 V 15.909
v161 2448759.748 V 15.599
v161 2448759.781 V 15.639
v161 2448759.796 V 15.245
v161 2448759.809 V  0.000
v161 2448759.829 V 15.662
v161 2448759.843 V 15.723
v161 2448759.857 V 15.774
v161 2448759.870 V 15.782
v161 2448759.885 V 15.730
v161 2448759.900 V 15.736
v161 2448759.914 V  0.000
v161 2448759.928 V 15.357
v161 2448760.653 V 14.708
v161 2448760.679 V 15.191
v161 2448760.693 V 15.031
v161 2448760.716 V 15.110
v161 2448760.730 V 14.657
v161 2448760.745 V 14.738
v161 2448760.759 V 14.994
v161 2448760.773 V 14.723
v161 2448760.792 V 15.041
v161 2448760.816 V 15.740
v161 2448760.831 V 14.756
v161 2448760.851 V 14.786
v161 2448760.865 V  0.000
v161 2448760.884 V 14.996
v161 2449085.859 V 15.510
v161 2449085.873 V 15.445
v161 2449085.887 V 15.373
v161 2449085.901 V 15.986
v161 2449085.915 V 15.945
v161 2449085.930 V 15.922
v161 2449085.944 V 15.335
v161 2449086.655 V 14.669
v161 2449086.669 V 14.717
v161 2449086.684 V 14.690
v161 2449086.704 V 15.260
v161 2449086.721 V 15.551
v161 2449086.737 V 15.272
v161 2449086.782 V 15.726
v161 2449086.798 V  0.000
v161 2449086.814 V 15.607
v161 2449086.828 V  0.000
v161 2449086.843 V 15.460
v161 2449086.857 V 15.323
v161 2449086.871 V 15.417
v161 2449086.934 V 15.875
v161 2449086.948 V 15.916
v161 2449086.984 V 15.285
v161 2449086.998 V 15.297
v161 2449087.012 V 15.542
v161 2449087.661 V 14.998
v161 2449087.703 V 15.219
v161 2449087.716 V 14.957
v161 2449087.730 V 14.670
v161 2449087.745 V 15.358
v161 2449087.757 V 14.673
v161 2449087.771 V 14.735
v161 2449087.785 V 14.985
v161 2449087.799 V 14.663
v161 2449087.865 V 15.151
v161 2449087.878 V 15.418
v161 2449087.912 V 14.944
v161 2449087.925 V  0.000
v161 2449087.939 V 15.841
v161 2449087.952 V 15.172
v161 2449087.965 V 14.993
v161 2449087.979 V 15.267
v161 2449087.993 V 16.269
v161 2449088.791 V 15.406
v161 2449088.805 V 15.459
v161 2449088.819 V 15.053
v161 2449088.832 V 15.023
v161 2449088.846 V 15.605
v161 2449088.860 V 15.633
v161 2449088.874 V 15.620
v161 2449088.898 V 15.229
v161 2449088.911 V  0.000
v161 2449088.928 V 15.118
v161 2449088.950 V 15.349
v161 2449088.964 V 15.576
v161 2449088.978 V  0.000
v161 2449088.992 V 15.316
v161 2449089.006 V 15.921
v161 2449089.641 V 15.422
v161 2449089.664 V 15.735
v161 2449089.704 V 15.128
v161 2449089.712 V 14.807
v161 2449089.741 V 14.801
v161 2449089.761 V 14.750
v161 2449089.791 V 14.911
v161 2449089.820 V 15.286
v161 2449089.848 V 15.040
v161 2449089.941 V 15.651
v161 2449089.961 V 15.573
v161 2449089.978 V 15.258
v161 2449089.997 V 15.231
v161 2449090.653 V 15.805
v161 2449090.700 V 15.317
v161 2449090.716 V 15.906
v161 2449090.732 V 15.184
v161 2449090.760 V 15.624
v161 2449090.784 V 15.116
v161 2449090.802 V 15.182
v161 2449090.819 V 15.287
v161 2449090.834 V 15.288
v161 2449090.871 V 14.665
v161 2449090.887 V 15.661
v161 2449091.650 V 15.569
v161 2449091.664 V 15.224
v161 2449091.678 V 15.619
v161 2449091.692 V 15.241
v161 2449091.706 V 15.591
v161 2449091.720 V 15.667
v161 2449091.753 V 15.272
v161 2449091.780 V 15.522
v161 2449091.807 V 14.994
v161 2449091.828 V 14.612
v161 2449091.841 V 15.465
v161 2449091.855 V 14.606
v161 2449091.869 V 14.635
v161 2449091.900 V 15.306
v161 2449091.913 V 15.334
v161 2449091.927 V 15.396
v161 2449091.940 V 15.436
v161 2449091.954 V 15.339
v161 2449091.968 V 15.364
v161 2449091.983 V 14.742
v161 2450622.769 V 14.830
v161 2450622.784 V 14.817
v161 2450622.798 V 14.731
v161 2450622.811 V 14.682
v161 2450622.825 V 14.598
v164 2448755.659 V 15.174
v164 2448755.676 V 15.287
v164 2448755.691 V 15.501
v164 2448755.706 V 15.531
v164 2448755.744 V 15.628
v164 2448755.758 V 15.665
v164 2448755.786 V 15.891
v164 2448755.801 V 16.094
v164 2448755.837 V 16.442
v164 2448755.851 V 16.525
v164 2448755.879 V 16.260
v164 2448755.893 V 15.336
v164 2448755.920 V 16.382
v164 2448755.934 V  0.000
v164 2448756.654 V 15.259
v164 2448756.669 V 15.269
v164 2448756.701 V 15.467
v164 2448756.715 V 15.615
v164 2448756.746 V 15.833
v164 2448756.760 V 15.810
v164 2448756.774 V 15.918
v164 2448756.788 V 15.914
v164 2448756.803 V 15.969
v164 2448756.817 V 16.065
v164 2448756.832 V 16.185
v164 2448756.847 V 16.165
v164 2448756.860 V 16.192
v164 2448756.875 V 16.249
v164 2448756.888 V 16.345
v164 2448756.902 V 16.350
v164 2448756.917 V 16.473
v164 2448756.931 V 16.311
v164 2448757.631 V  0.000
v164 2448757.647 V  0.000
v164 2448757.709 V  0.000
v164 2448757.756 V 15.720
v164 2448757.770 V 15.768
v164 2448757.822 V 15.902
v164 2448757.861 V  0.000
v164 2448757.879 V  0.000
v164 2448757.893 V  0.000
v164 2448757.907 V  0.000
v164 2448757.921 V  0.000
v164 2448757.935 V  0.000
v164 2448758.655 V 15.117
v164 2448758.669 V 14.937
v164 2448758.698 V 14.923
v164 2448758.712 V 15.242
v164 2448758.748 V 15.683
v164 2448758.773 V 15.782
v164 2448758.791 V 15.814
v164 2448758.823 V 15.939
v164 2448758.841 V  0.000
v164 2448758.871 V 16.040
v164 2448758.890 V 16.174
v164 2448758.911 V 16.304
v164 2448758.931 V 16.383
v164 2448759.748 V 15.482
v164 2448759.781 V 15.633
v164 2448759.796 V 15.657
v164 2448759.809 V  0.000
v164 2448759.829 V 15.815
v164 2448759.843 V 15.872
v164 2448759.857 V 15.966
v164 2448759.870 V 15.962
v164 2448759.885 V 16.081
v164 2448759.900 V 16.106
v164 2448759.914 V 16.204
v164 2448759.928 V 16.211
v164 2448760.653 V  0.000
v164 2448760.679 V 15.656
v164 2448760.693 V 15.305
v164 2448760.716 V 15.144
v164 2448760.730 V 15.268
v164 2448760.745 V 15.082
v164 2448760.759 V 15.399
v164 2448760.773 V 15.509
v164 2448760.792 V  0.000
v164 2448760.816 V 15.788
v164 2448760.831 V 16.020
v164 2448760.851 V 15.664
v164 2448760.865 V  0.000
v164 2448760.884 V 16.429
v164 2449085.859 V 15.210
v164 2449085.873 V 15.278
v164 2449085.887 V 15.376
v164 2449085.901 V 15.436
v164 2449085.915 V 15.531
v164 2449085.930 V 15.604
v164 2449085.944 V 15.672
v164 2449086.655 V  0.000
v164 2449086.669 V 16.374
v164 2449086.684 V 16.301
v164 2449086.704 V 16.394
v164 2449086.721 V 16.277
v164 2449086.737 V 16.529
v164 2449086.782 V 16.322
v164 2449086.798 V 16.306
v164 2449086.814 V 16.178
v164 2449086.828 V 15.828
v164 2449086.843 V 15.431
v164 2449086.857 V 15.205
v164 2449086.871 V 15.200
v164 2449086.934 V 15.576
v164 2449086.948 V 15.595
v164 2449086.984 V 15.775
v164 2449086.998 V 16.045
v164 2449087.012 V  0.000
v164 2449087.661 V 16.273
v164 2449087.703 V 16.343
v164 2449087.716 V 16.496
v164 2449087.730 V 16.512
v164 2449087.745 V  0.000
v164 2449087.757 V  0.000
v164 2449087.771 V  0.000
v164 2449087.785 V  0.000
v164 2449087.799 V  0.000
v164 2449087.865 V 15.345
v164 2449087.878 V 15.168
v164 2449087.912 V 15.308
v164 2449087.925 V 15.317
v164 2449087.939 V 15.458
v164 2449087.952 V 15.446
v164 2449087.965 V 15.554
v164 2449087.979 V 15.731
v164 2449087.993 V 15.820
v164 2449088.791 V 16.120
v164 2449088.805 V 16.433
v164 2449088.819 V 16.387
v164 2449088.832 V 16.370
v164 2449088.846 V 16.214
v164 2449088.860 V 15.902
v164 2449088.874 V 15.410
v164 2449088.898 V 15.058
v164 2449088.911 V 15.194
v164 2449088.928 V 15.286
v164 2449088.950 V 15.506
v164 2449088.964 V 15.567
v164 2449088.978 V 15.614
v164 2449088.992 V 15.705
v164 2449089.006 V 15.788
v164 2449089.641 V 16.258
v164 2449089.664 V 16.278
v164 2449089.704 V 16.268
v164 2449089.712 V 16.205
v164 2449089.741 V 16.204
v164 2449089.761 V 16.175
v164 2449089.791 V 16.309
v164 2449089.820 V 16.550
v164 2449089.848 V 16.392
v164 2449089.941 V 15.424
v164 2449089.961 V 15.545
v164 2449089.978 V 15.887
v164 2449089.997 V 15.665
v164 2449090.653 V 16.218
v164 2449090.700 V 16.342
v164 2449090.716 V  0.000
v164 2449090.732 V  0.000
v164 2449090.760 V 16.372
v164 2449090.784 V 16.328
v164 2449090.802 V 16.112
v164 2449090.819 V 16.812
v164 2449090.834 V 16.704
v164 2449090.871 V  0.000
v164 2449090.887 V  0.000
v164 2449091.650 V 16.343
v164 2449091.664 V 16.423
v164 2449091.678 V 16.575
v164 2449091.692 V 16.601
v164 2449091.706 V 16.652
v164 2449091.720 V 16.676
v164 2449091.753 V 16.479
v164 2449091.780 V  0.000
v164 2449091.807 V  0.000
v164 2449091.828 V  0.000
v164 2449091.841 V  0.000
v164 2449091.855 V 16.795
v164 2449091.869 V 16.893
v164 2449091.900 V 16.433
v164 2449091.913 V  0.000
v164 2449091.927 V 15.608
v164 2449091.940 V 15.380
v164 2449091.954 V 15.395
v164 2449091.968 V 15.434
v164 2449091.983 V 15.536
v164 2450622.769 V 15.513
v164 2450622.784 V 15.222
v164 2450622.798 V 15.464
v164 2450622.811 V 15.184
v164 2450622.825 V 15.463
v165 2448755.659 V  0.000
v165 2448755.676 V  0.000
v165 2448755.691 V  0.000
v165 2448755.706 V  0.000
v165 2448755.744 V  0.000
v165 2448755.758 V  0.000
v165 2448755.786 V  0.000
v165 2448755.801 V  0.000
v165 2448755.837 V  0.000
v165 2448755.851 V  0.000
v165 2448755.879 V  0.000
v165 2448755.893 V  0.000
v165 2448755.920 V  0.000
v165 2448755.934 V  0.000
v165 2448756.654 V  0.000
v165 2448756.669 V  0.000
v165 2448756.701 V  0.000
v165 2448756.715 V  0.000
v165 2448756.746 V  0.000
v165 2448756.760 V  0.000
v165 2448756.774 V  0.000
v165 2448756.788 V  0.000
v165 2448756.803 V  0.000
v165 2448756.817 V  0.000
v165 2448756.832 V  0.000
v165 2448756.847 V  0.000
v165 2448756.860 V  0.000
v165 2448756.875 V  0.000
v165 2448756.888 V  0.000
v165 2448756.902 V  0.000
v165 2448756.917 V  0.000
v165 2448756.931 V  0.000
v165 2448757.631 V  0.000
v165 2448757.647 V  0.000
v165 2448757.709 V  0.000
v165 2448757.756 V  0.000
v165 2448757.770 V  0.000
v165 2448757.822 V  0.000
v165 2448757.861 V  0.000
v165 2448757.879 V  0.000
v165 2448757.893 V  0.000
v165 2448757.907 V  0.000
v165 2448757.921 V  0.000
v165 2448757.935 V  0.000
v165 2448758.655 V  0.000
v165 2448758.669 V  0.000
v165 2448758.698 V  0.000
v165 2448758.712 V  0.000
v165 2448758.748 V  0.000
v165 2448758.773 V  0.000
v165 2448758.791 V  0.000
v165 2448758.823 V  0.000
v165 2448758.841 V  0.000
v165 2448758.871 V  0.000
v165 2448758.890 V  0.000
v165 2448758.911 V  0.000
v165 2448758.931 V  0.000
v165 2448759.748 V  0.000
v165 2448759.781 V  0.000
v165 2448759.796 V  0.000
v165 2448759.809 V  0.000
v165 2448759.829 V  0.000
v165 2448759.843 V  0.000
v165 2448759.857 V  0.000
v165 2448759.870 V  0.000
v165 2448759.885 V  0.000
v165 2448759.900 V  0.000
v165 2448759.914 V  0.000
v165 2448759.928 V  0.000
v165 2448760.653 V  0.000
v165 2448760.679 V  0.000
v165 2448760.693 V  0.000
v165 2448760.716 V  0.000
v165 2448760.730 V  0.000
v165 2448760.745 V  0.000
v165 2448760.759 V  0.000
v165 2448760.773 V  0.000
v165 2448760.792 V  0.000
v165 2448760.816 V  0.000
v165 2448760.831 V  0.000
v165 2448760.851 V  0.000
v165 2448760.865 V  0.000
v165 2448760.884 V  0.000
v165 2449085.859 V 15.591
v165 2449085.873 V 15.634
v165 2449085.887 V  0.000
v165 2449085.901 V  0.000
v165 2449085.915 V  0.000
v165 2449085.930 V  0.000
v165 2449085.944 V  0.000
v165 2449086.655 V  0.000
v165 2449086.669 V  0.000
v165 2449086.684 V 15.027
v165 2449086.704 V 14.882
v165 2449086.721 V 14.980
v165 2449086.737 V 14.779
v165 2449086.782 V 15.382
v165 2449086.798 V 15.454
v165 2449086.814 V 15.510
v165 2449086.828 V 15.643
v165 2449086.843 V 15.677
v165 2449086.857 V 15.706
v165 2449086.871 V 15.759
v165 2449086.934 V 16.049
v165 2449086.948 V 15.982
v165 2449086.984 V  0.000
v165 2449086.998 V  0.000
v165 2449087.012 V  0.000
v165 2449087.661 V 14.817
v165 2449087.703 V 14.675
v165 2449087.716 V  0.000
v165 2449087.730 V  0.000
v165 2449087.745 V 15.480
v165 2449087.757 V  0.000
v165 2449087.771 V 15.754
v165 2449087.785 V 14.998
v165 2449087.799 V 15.759
v165 2449087.865 V  0.000
v165 2449087.878 V 15.845
v165 2449087.912 V  0.000
v165 2449087.925 V  0.000
v165 2449087.939 V  0.000
v165 2449087.952 V  0.000
v165 2449087.965 V  0.000
v165 2449087.979 V  0.000
v165 2449087.993 V  0.000
v165 2449088.791 V  0.000
v165 2449088.805 V 15.517
v165 2449088.819 V 15.864
v165 2449088.832 V 15.587
v165 2449088.846 V  0.000
v165 2449088.860 V  0.000
v165 2449088.874 V  0.000
v165 2449088.898 V  0.000
v165 2449088.911 V  0.000
v165 2449088.928 V  0.000
v165 2449088.950 V  0.000
v165 2449088.964 V  0.000
v165 2449088.978 V 16.051
v165 2449088.992 V  0.000
v165 2449089.006 V  0.000
v165 2449089.641 V 15.267
v165 2449089.664 V  0.000
v165 2449089.704 V 15.500
v165 2449089.712 V 15.522
v165 2449089.741 V 15.726
v165 2449089.761 V 15.644
v165 2449089.791 V 15.889
v165 2449089.820 V 15.966
v165 2449089.848 V 15.971
v165 2449089.941 V  0.000
v165 2449089.961 V  0.000
v165 2449089.978 V 16.393
v165 2449089.997 V  0.000
v165 2449090.653 V 15.457
v165 2449090.700 V  0.000
v165 2449090.716 V  0.000
v165 2449090.732 V  0.000
v165 2449090.760 V 15.918
v165 2449090.784 V 15.927
v165 2449090.802 V  0.000
v165 2449090.819 V  0.000
v165 2449090.834 V  0.000
v165 2449090.871 V 16.736
v165 2449090.887 V  0.000
v165 2449091.650 V 16.177
v165 2449091.664 V 16.347
v165 2449091.678 V  0.000
v165 2449091.692 V 16.368
v165 2449091.706 V  0.000
v165 2449091.720 V  0.000
v165 2449091.753 V  0.000
v165 2449091.780 V  0.000
v165 2449091.807 V 16.906
v165 2449091.828 V 16.842
v165 2449091.841 V  0.000
v165 2449091.855 V  0.000
v165 2449091.869 V  0.000
v165 2449091.900 V  0.000
v165 2449091.913 V  0.000
v165 2449091.927 V  0.000
v165 2449091.940 V  0.000
v165 2449091.954 V  0.000
v165 2449091.968 V 16.141
v165 2449091.983 V 16.498
v165 2450622.769 V  0.000
v165 2450622.784 V  0.000
v165 2450622.798 V  0.000
v165 2450622.811 V  0.000
v165 2450622.825 V  0.000
v166 2448755.659 V 17.298
v166 2448755.676 V 15.887
v166 2448755.691 V 15.826
v166 2448755.706 V 15.721
v166 2448755.744 V 15.315
v166 2448755.758 V 15.176
v166 2448755.786 V 15.206
v166 2448755.801 V 15.300
v166 2448755.837 V 15.438
v166 2448755.851 V 15.541
v166 2448755.879 V 15.656
v166 2448755.893 V 15.696
v166 2448755.920 V 15.864
v166 2448755.934 V 15.877
v166 2448756.654 V 15.880
v166 2448756.669 V 15.899
v166 2448756.701 V 15.816
v166 2448756.715 V 15.760
v166 2448756.746 V 15.252
v166 2448756.760 V 15.165
v166 2448756.774 V 15.168
v166 2448756.788 V 15.237
v166 2448756.803 V 15.300
v166 2448756.817 V 15.366
v166 2448756.832 V 15.467
v166 2448756.847 V 15.523
v166 2448756.860 V 15.612
v166 2448756.875 V 15.678
v166 2448756.888 V 15.729
v166 2448756.902 V 15.801
v166 2448756.917 V 15.853
v166 2448756.931 V 15.890
v166 2448757.631 V 15.705
v166 2448757.647 V 15.663
v166 2448757.709 V 15.592
v166 2448757.756 V 15.426
v166 2448757.770 V 15.386
v166 2448757.822 V 15.496
v166 2448757.861 V 15.644
v166 2448757.879 V 15.706
v166 2448757.893 V 15.732
v166 2448757.907 V 15.761
v166 2448757.921 V 15.802
v166 2448757.935 V 15.826
v166 2448758.655 V 15.371
v166 2448758.669 V 15.318
v166 2448758.698 V 15.376
v166 2448758.712 V 15.393
v166 2448758.748 V 15.581
v166 2448758.773 V 15.691
v166 2448758.791 V 15.709
v166 2448758.823 V 15.759
v166 2448758.841 V 15.832
v166 2448758.871 V 15.851
v166 2448758.890 V 15.865
v166 2448758.911 V 15.845
v166 2448758.931 V 15.903
v166 2448759.748 V 15.591
v166 2448759.781 V 15.731
v166 2448759.796 V 15.788
v166 2448759.809 V 15.862
v166 2448759.829 V 15.906
v166 2448759.843 V 15.928
v166 2448759.857 V 15.992
v166 2448759.870 V 16.001
v166 2448759.885 V 16.047
v166 2448759.900 V 16.079
v166 2448759.914 V 16.028
v166 2448759.928 V 16.100
v166 2448760.653 V 15.154
v166 2448760.679 V 15.205
v166 2448760.693 V 15.279
v166 2448760.716 V 15.390
v166 2448760.730 V 15.468
v166 2448760.745 V 15.537
v166 2448760.759 V 15.659
v166 2448760.773 V 15.689
v166 2448760.792 V 15.742
v166 2448760.816 V 15.770
v166 2448760.831 V 15.794
v166 2448760.851 V 15.883
v166 2448760.865 V 15.925
v166 2448760.884 V 15.969
v166 2449085.859 V 15.797
v166 2449085.873 V 15.829
v166 2449085.887 V 15.849
v166 2449085.901 V 15.861
v166 2449085.915 V 15.873
v166 2449085.930 V 15.895
v166 2449085.944 V 15.854
v166 2449086.655 V 15.828
v166 2449086.669 V 15.858
v166 2449086.684 V 15.888
v166 2449086.704 V 15.906
v166 2449086.721 V 15.846
v166 2449086.737 V 15.940
v166 2449086.782 V 15.634
v166 2449086.798 V 15.596
v166 2449086.814 V 15.607
v166 2449086.828 V 15.635
v166 2449086.843 V 15.671
